Age,Attrition,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TenureRatio,IncomeVsLevelMedian,PromotionStagnation,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single
34,0,1400,9,1,2,0,70,3,2,3,5714,5829,1,0,20,4,1,0,6,3,2,6,5,1,3,1.0,1.0700374531835206,0.16666666666666666,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
35,0,528,8,4,3,1,100,3,1,3,4323,7108,1,0,17,3,2,0,6,2,1,5,4,1,4,0.8333333333333334,1.6191011235955055,0.2,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True
29,1,408,23,1,4,0,45,2,3,1,7336,11162,1,0,13,3,1,1,11,3,1,11,8,3,10,1.0,0.7350701402805612,0.2727272727272727,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
40,0,593,9,4,2,0,88,3,3,3,13499,13782,9,0,17,3,3,0,20,3,2,18,7,2,13,0.9,1.3526052104208417,0.1111111111111111,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
42,1,481,12,3,3,1,44,3,4,1,13758,2447,0,1,12,3,2,0,22,2,2,21,9,13,14,0.9545454545454546,0.8516776030704469,0.6190476190476191,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
42,0,647,4,4,2,1,45,3,2,1,5155,2253,7,0,13,3,4,0,9,3,4,6,4,1,5,0.6666666666666666,0.9653558052434457,0.16666666666666666,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
35,0,982,1,4,4,1,58,2,1,3,2258,16340,6,0,12,3,2,1,10,2,3,8,0,1,7,0.8,0.8456928838951311,0.125,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
24,0,477,24,3,4,1,49,3,1,2,3597,6409,8,0,22,4,4,0,6,2,3,4,3,1,2,0.6666666666666666,1.347191011235955,0.25,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
28,1,1485,12,1,3,0,79,3,1,4,2515,22955,1,1,11,3,4,0,1,4,2,1,1,0,0,1.0,0.9419475655430711,0.0,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
26,0,1384,3,4,1,1,82,4,1,4,4420,13421,1,0,22,4,2,1,8,2,3,8,7,0,7,1.0,1.655430711610487,0.0,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
30,0,852,10,3,3,1,72,2,2,3,6578,2706,1,0,18,3,1,1,10,3,3,10,3,1,4,1.0,1.2318352059925093,0.1,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
40,0,902,26,2,3,0,92,2,2,4,4422,21203,3,1,13,3,4,1,16,3,1,1,1,0,0,0.0625,0.8280898876404494,0.0,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
35,0,819,2,3,3,1,44,2,3,2,10274,19588,2,0,18,3,2,1,15,2,4,7,7,6,4,0.4666666666666667,1.0294589178356714,0.8571428571428571,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
34,0,669,1,3,4,1,97,2,2,1,5343,25755,0,0,20,4,3,0,14,3,3,13,9,4,9,0.9285714285714286,1.000561797752809,0.3076923076923077,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
35,0,636,4,4,4,1,47,2,1,4,2376,26537,1,0,13,3,2,1,2,2,4,2,2,2,2,1.0,0.8898876404494382,1.0,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
43,1,1372,9,3,1,0,85,1,2,3,5346,9489,8,0,13,3,2,0,7,2,2,4,3,1,3,0.5714285714285714,1.001123595505618,0.25,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
32,0,862,2,1,3,0,76,3,1,1,2827,14947,1,0,12,3,3,3,1,3,3,1,0,0,0,1.0,1.0588014981273408,0.0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
56,0,718,4,4,4,0,92,3,5,1,19943,18575,4,0,13,3,4,1,28,2,3,5,2,4,2,0.17857142857142858,1.0369696339434276,0.8,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
29,0,1401,6,1,2,0,54,3,1,4,3131,26342,1,0,13,3,1,1,10,5,3,10,8,0,8,1.0,1.1726591760299625,0.0,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
19,0,645,9,2,3,1,54,3,1,1,2552,7172,1,0,25,4,3,0,1,4,3,1,1,0,0,1.0,0.9558052434456928,0.0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
45,0,1457,7,3,1,0,83,3,1,3,4477,20100,4,1,19,3,3,1,7,2,2,3,2,0,2,0.42857142857142855,1.6767790262172284,0.0,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
37,0,977,1,3,4,0,56,2,2,4,6474,9961,1,0,13,3,2,1,14,2,2,14,8,3,11,1.0,1.2123595505617977,0.21428571428571427,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
20,0,805,3,3,1,1,87,2,1,3,3033,12828,1,0,12,3,1,0,2,2,2,2,2,1,2,1.0,1.1359550561797753,0.5,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
44,1,1097,10,4,3,1,96,3,1,3,2936,10826,1,1,11,3,3,0,6,4,3,6,4,0,2,1.0,1.0996254681647941,0.0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
53,0,1223,7,2,4,0,50,3,5,3,18606,18640,3,0,18,3,2,1,26,6,3,7,7,4,7,0.2692307692307692,0.9674500831946755,0.5714285714285714,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
29,0,942,15,1,2,0,69,1,1,4,2168,26933,0,1,18,3,1,1,6,2,2,5,4,1,3,0.8333333333333334,0.8119850187265918,0.2,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
22,1,1256,3,4,3,1,48,2,1,4,2853,4223,0,1,11,3,2,1,1,5,3,0,0,0,0,0.0,1.0685393258426967,0.0,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
46,0,1402,2,3,3,0,69,3,4,1,17048,24097,8,0,23,4,1,0,28,2,3,26,15,15,9,0.9285714285714286,1.055342330073047,0.5769230769230769,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
44,0,111,17,3,4,1,74,1,1,3,2290,4279,2,0,13,3,4,0,6,3,3,0,0,0,0,0.0,0.8576779026217228,0.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
33,0,147,2,3,2,1,99,3,1,3,3600,8429,1,0,13,3,4,1,5,2,3,5,4,1,4,1.0,1.348314606741573,0.2,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
41,1,906,5,2,1,1,95,2,1,1,2107,20293,6,0,17,3,1,1,5,2,1,1,0,0,0,0.2,0.7891385767790262,0.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
30,0,1329,29,4,3,1,61,3,2,1,4115,13192,8,0,19,3,3,3,8,3,3,4,3,0,3,0.5,0.7705992509363296,0.0,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
40,0,1184,2,4,2,1,62,3,2,2,4327,25440,5,0,12,3,4,3,5,2,3,0,0,0,0,0.0,0.8102996254681648,0.0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
50,0,1421,2,3,4,0,30,3,4,1,17856,9490,2,0,22,4,3,1,32,3,3,2,2,2,2,0.0625,1.1053609013247492,1.0,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
28,0,1179,19,4,4,1,78,2,1,1,3196,12449,1,0,12,3,3,3,6,2,3,6,5,3,3,1.0,1.197003745318352,0.5,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
46,0,1450,15,2,4,1,52,3,5,2,19081,10849,5,0,11,3,1,1,25,2,3,4,2,0,3,0.16,0.9921485024958403,0.0,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
35,0,1361,17,4,3,1,94,3,2,1,8966,21026,3,1,15,3,4,3,15,2,3,7,7,1,7,0.4666666666666667,1.6790262172284645,0.14285714285714285,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
24,1,984,17,2,4,0,97,3,1,2,2210,3372,1,0,13,3,1,1,1,3,1,1,0,0,0,1.0,0.8277153558052435,0.0,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
33,0,1146,25,3,2,0,82,3,2,3,4539,4905,1,0,12,3,1,1,10,3,2,10,7,0,1,1.0,0.85,0.0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
36,0,917,6,4,3,1,60,1,1,3,2741,6865,1,0,14,3,3,1,7,4,3,7,7,1,7,1.0,1.0265917602996255,0.14285714285714285,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
30,0,853,7,4,3,1,49,3,2,3,3491,11309,1,0,13,3,1,3,10,4,2,10,7,8,9,1.0,0.65374531835206,0.8,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
44,0,200,29,4,4,1,32,3,2,4,4541,7744,1,0,25,4,2,0,20,3,3,20,11,13,17,1.0,0.850374531835206,0.65,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
20,0,654,21,3,3,1,43,4,1,4,2678,5050,1,0,17,3,4,0,2,2,3,2,1,2,2,1.0,1.002996254681648,1.0,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
46,0,150,2,4,4,1,60,3,2,4,7379,17433,2,0,11,3,3,1,12,3,2,6,3,1,4,0.5,1.3818352059925094,0.16666666666666666,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
42,0,179,2,5,4,1,79,4,2,1,6272,12858,7,0,16,3,1,1,10,3,4,4,3,0,3,0.4,1.1745318352059926,0.0,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
60,0,696,7,4,2,1,52,4,2,4,5220,10893,0,1,18,3,2,1,12,3,3,11,7,1,9,0.9166666666666666,0.9775280898876404,0.09090909090909091,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
32,0,116,13,3,3,0,77,2,1,2,2743,7331,1,0,20,4,3,1,2,2,3,2,2,2,2,1.0,1.0273408239700375,1.0,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
32,0,1316,2,2,4,0,38,3,2,3,4998,2338,4,1,14,3,4,0,10,2,3,8,7,0,7,0.8,0.9359550561797753,0.0,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
36,0,363,1,3,3,0,77,1,3,1,10252,4235,2,1,21,4,3,1,17,2,3,7,7,7,7,0.4117647058823529,1.027254509018036,1.0,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
33,0,117,9,3,1,1,60,3,1,4,2781,6311,0,0,13,3,2,1,15,5,3,14,10,4,10,0.9333333333333333,1.0415730337078652,0.2857142857142857,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
40,0,107,10,3,2,0,84,2,2,2,6852,11591,7,0,12,3,2,1,7,2,4,5,1,1,3,0.7142857142857143,1.2831460674157302,0.2,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
25,0,1356,10,4,3,1,57,3,2,4,4950,20623,0,0,14,3,2,0,5,4,3,4,3,1,1,0.8,0.9269662921348315,0.25,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
30,0,1465,1,3,4,1,63,3,1,2,3579,9369,0,1,21,4,1,1,12,2,3,11,9,5,7,0.9166666666666666,1.3404494382022472,0.45454545454545453,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
42,0,458,26,5,1,0,60,3,3,1,13191,23281,3,1,17,3,3,0,20,6,3,1,0,0,0,0.05,1.321743486973948,0.0,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
35,0,1212,8,2,3,0,78,2,3,4,10377,13755,4,1,11,3,2,1,16,6,2,13,2,4,12,0.8125,1.0397795591182364,0.3076923076923077,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
27,0,1103,14,3,1,1,42,3,1,1,2235,14377,1,1,14,3,4,2,9,3,2,9,7,6,8,1.0,0.8370786516853933,0.6666666666666666,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
54,0,966,1,4,4,0,53,3,3,3,10502,9659,7,0,17,3,1,1,33,2,1,5,4,1,4,0.15151515151515152,1.052304609218437,0.2,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
44,0,1117,2,1,1,0,72,4,1,4,2011,19982,1,0,13,3,4,1,10,5,3,10,5,7,7,1.0,0.753183520599251,0.7,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
19,1,504,10,3,1,0,96,2,1,2,1859,6148,1,1,25,4,2,0,1,2,4,1,1,0,0,1.0,0.69625468164794,0.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
29,0,1010,1,3,1,0,97,3,1,4,3760,5598,1,0,15,3,1,3,3,5,3,3,2,1,2,1.0,1.408239700374532,0.3333333333333333,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
54,0,685,3,3,4,1,85,3,4,4,17779,23474,3,0,14,3,1,0,36,2,3,10,9,0,9,0.2777777777777778,1.1005942800544757,0.0,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
31,0,1332,11,2,3,1,80,3,2,1,6833,17089,1,1,12,3,4,0,6,2,2,6,5,0,1,1.0,1.2795880149812735,0.0,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
31,0,1062,24,3,3,0,96,2,2,1,6812,17198,1,0,19,3,2,0,10,2,3,10,9,1,8,1.0,1.2756554307116106,0.1,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
59,0,326,3,3,3,0,48,2,2,4,5171,16490,5,0,17,3,4,0,13,2,3,6,1,0,5,0.46153846153846156,0.9683520599250937,0.0,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
43,0,920,3,3,3,1,96,1,5,4,19740,18625,3,0,14,3,2,1,25,2,3,8,7,0,7,0.32,1.026414309484193,0.0,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
49,0,1098,4,2,1,1,85,2,5,3,18711,12124,2,0,13,3,3,1,23,2,4,1,0,0,0,0.043478260869565216,0.9729097337770383,0.0,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
36,0,469,3,3,3,1,46,3,1,2,3692,9256,1,0,12,3,3,0,12,2,2,11,10,0,7,0.9166666666666666,1.3827715355805243,0.0,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
48,0,969,2,2,4,1,76,4,1,2,2559,16620,5,0,11,3,3,0,7,4,2,1,0,0,0,0.14285714285714285,0.9584269662921349,0.0,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
27,0,1167,4,2,1,1,76,3,1,3,2517,3208,1,0,11,3,2,3,5,2,3,5,3,0,3,1.0,0.9426966292134832,0.0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
29,0,1329,7,3,3,1,82,3,2,4,6623,4204,1,1,11,3,2,2,6,2,3,6,0,1,0,1.0,1.2402621722846443,0.16666666666666666,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
48,0,715,1,3,4,1,76,2,5,4,18265,8733,6,0,12,3,3,0,25,3,4,1,0,0,0,0.04,0.9497192179700499,0.0,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
29,0,694,1,3,4,0,87,2,4,4,16124,3423,3,0,14,3,2,2,9,2,2,7,7,1,7,0.7777777777777778,0.9981428748297635,0.14285714285714285,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
34,0,1320,20,3,3,0,89,4,1,3,2585,21643,0,0,17,3,4,0,2,5,2,1,0,0,0,0.5,0.9681647940074907,0.0,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
44,0,1099,5,3,2,1,88,3,5,2,18213,8751,7,0,11,3,3,1,26,5,3,22,9,3,10,0.8461538461538461,0.947015391014975,0.13636363636363635,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
33,0,536,10,5,4,1,82,4,3,3,8380,21708,0,1,14,3,4,2,10,3,3,9,8,0,8,0.9,0.8396793587174348,0.0,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
19,0,265,25,3,2,0,57,4,1,4,2994,21221,1,1,12,3,4,0,1,2,3,1,0,0,1,1.0,1.1213483146067416,0.0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
23,0,373,1,2,4,1,47,3,1,3,1223,16901,1,0,22,4,4,1,1,2,3,1,0,0,1,1.0,0.45805243445692884,0.0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
25,1,599,24,1,3,1,73,1,1,4,1118,8040,1,1,14,3,4,0,1,4,3,1,0,1,0,1.0,0.41872659176029964,1.0,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
26,0,583,4,2,3,1,53,3,1,4,2875,9973,1,1,20,4,2,0,8,2,2,8,5,2,2,1.0,1.0767790262172285,0.25,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
45,1,1449,2,3,1,0,94,1,5,2,18824,2493,2,1,16,3,1,0,26,2,3,24,10,1,11,0.9230769230769231,0.9787853577371048,0.041666666666666664,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
55,0,177,8,1,4,1,37,2,4,2,13577,25592,1,1,15,3,4,1,34,3,3,33,9,15,0,0.9705882352941176,0.8404729478766869,0.45454545454545453,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
21,1,251,10,2,1,0,45,2,1,3,2625,25308,1,0,20,4,3,0,2,2,1,2,2,2,2,1.0,0.9831460674157303,1.0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
46,0,168,4,2,4,0,33,2,5,2,18789,9946,2,0,14,3,3,1,26,2,3,11,4,0,8,0.4230769230769231,0.9769654742096506,0.0,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
34,0,131,2,3,3,0,86,3,2,1,4538,6039,0,1,12,3,4,0,4,3,3,3,2,0,2,0.75,0.849812734082397,0.0,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
51,0,237,9,3,4,1,83,3,5,2,19847,19196,4,1,24,4,1,1,31,5,2,29,10,11,10,0.9354838709677419,1.0319779534109816,0.3793103448275862,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
59,0,1429,18,4,4,1,67,3,3,4,10512,20002,6,0,12,3,4,0,25,6,2,9,7,5,4,0.36,1.0533066132264528,0.5555555555555556,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
34,0,135,19,3,3,0,46,3,2,2,4444,22534,4,0,13,3,3,2,15,2,4,11,8,5,10,0.7333333333333333,0.8322097378277153,0.45454545454545453,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
28,0,791,1,4,4,1,44,3,1,3,2154,6842,0,1,11,3,3,0,5,2,2,4,2,0,2,0.8,0.8067415730337079,0.0,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
44,0,1199,4,2,3,1,92,4,5,1,19190,17477,1,0,14,3,4,2,26,4,2,25,9,14,13,0.9615384615384616,0.9978161397670549,0.56,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
34,0,648,11,3,3,1,56,2,2,2,4490,21833,4,0,11,3,4,2,14,5,4,10,9,1,8,0.7142857142857143,0.8408239700374532,0.1,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
35,0,735,6,1,3,1,66,3,1,3,3506,6020,0,1,14,3,4,0,4,3,3,3,2,2,2,0.75,1.3131086142322097,0.6666666666666666,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
42,0,603,7,4,2,0,78,4,2,2,2372,5628,6,1,16,3,4,0,18,2,3,1,0,0,0,0.05555555555555555,0.4441947565543071,0.0,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
43,0,531,4,4,4,0,56,2,3,4,10231,20364,3,0,14,3,4,0,23,3,4,21,7,15,17,0.9130434782608695,1.0251503006012024,0.7142857142857143,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
36,0,429,2,4,3,0,53,3,2,2,5410,2323,9,1,11,3,4,0,18,2,3,16,14,5,12,0.8888888888888888,1.0131086142322097,0.3125,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
44,1,621,15,3,1,0,73,3,3,4,7978,14075,1,0,11,3,4,1,10,2,3,10,7,0,5,1.0,0.7993987975951904,0.0,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
28,0,193,2,3,4,1,52,2,1,4,3867,14222,1,1,12,3,2,1,2,2,3,2,2,2,2,1.0,1.448314606741573,1.0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
51,0,968,6,2,2,0,40,2,1,3,2838,4257,0,0,14,3,2,0,8,6,2,7,0,7,7,0.875,1.0629213483146067,1.0,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
30,0,879,9,2,3,0,72,3,2,3,4695,12858,7,1,18,3,3,0,10,3,3,8,4,1,7,0.8,0.8792134831460674,0.125,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
29,1,806,7,3,2,0,39,3,1,3,3339,17285,3,1,13,3,1,2,10,2,3,7,7,7,7,0.7,1.250561797752809,1.0,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
28,0,640,1,3,4,1,84,3,1,1,2080,4732,2,0,11,3,2,0,5,2,2,3,2,1,2,0.6,0.7790262172284644,0.3333333333333333,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
25,0,266,1,3,4,0,40,3,1,2,2096,18830,1,0,18,3,4,0,2,3,2,2,2,2,1,1.0,0.7850187265917603,1.0,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
32,0,604,8,3,3,1,56,4,2,4,6209,11693,1,0,15,3,3,2,10,4,4,10,7,0,8,1.0,1.1627340823970038,0.0,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
45,0,364,25,3,2,0,83,3,5,2,18061,13035,3,0,22,4,3,0,22,4,3,0,0,0,0,0.0,0.9391118968386023,0.0,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
39,0,412,13,4,3,0,94,2,4,2,17123,17334,6,1,13,3,4,2,21,4,3,19,9,15,2,0.9047619047619048,1.0599851429986382,0.7894736842105263,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
58,0,848,23,4,1,1,88,3,1,3,2372,26076,1,0,12,3,4,2,2,3,3,2,2,2,2,1.0,0.8883895131086142,1.0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
32,1,1089,7,2,4,1,79,3,2,3,4883,22845,1,0,18,3,1,1,10,3,3,10,4,1,1,1.0,0.9144194756554307,0.1,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
39,1,360,23,3,3,1,93,3,1,1,3904,22154,0,0,13,3,1,0,6,2,3,5,2,0,3,0.8333333333333334,1.4621722846441947,0.0,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
30,0,1138,6,3,1,0,48,2,2,4,4627,23631,0,0,12,3,1,1,10,6,3,9,2,6,7,0.9,0.8664794007490637,0.6666666666666666,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
36,0,325,10,4,4,0,63,3,3,3,7094,5747,3,0,12,3,1,0,10,0,3,7,7,1,7,0.7,0.7108216432865732,0.14285714285714285,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
46,0,991,1,2,4,0,44,3,1,1,3423,22957,6,0,12,3,3,0,10,3,4,7,6,5,7,0.7,1.2820224719101123,0.7142857142857143,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
28,0,1476,1,3,3,0,55,1,2,4,6674,16392,0,0,11,3,1,3,10,6,3,9,8,7,5,0.9,1.249812734082397,0.7777777777777778,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
50,0,1322,28,3,4,0,43,3,4,1,16880,22422,4,1,11,3,2,0,25,2,3,3,2,1,2,0.12,1.0449424291197227,0.3333333333333333,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
40,1,299,25,4,4,1,57,2,3,2,9094,17235,2,1,12,3,3,0,9,2,3,5,4,1,0,0.5555555555555556,0.9112224448897795,0.2,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
52,1,1030,5,3,2,1,64,3,3,2,8446,21534,9,1,19,3,3,0,10,2,2,8,7,7,7,0.8,0.8462925851703407,0.875,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
30,0,634,17,4,2,0,95,3,3,1,11916,25927,1,1,23,4,4,2,9,2,3,9,1,0,8,1.0,1.1939879759519039,0.0,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
39,0,524,18,2,1,1,32,3,2,3,4534,13352,0,0,11,3,1,0,9,6,3,8,7,1,7,0.8888888888888888,0.849063670411985,0.125,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
31,0,587,2,4,4,0,57,3,3,3,9852,8935,1,1,19,3,1,1,10,5,2,10,8,9,6,1.0,0.9871743486973948,0.9,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
41,0,256,10,2,3,1,40,1,2,2,6151,22074,1,0,13,3,1,0,19,4,3,19,2,11,9,1.0,1.15187265917603,0.5789473684210527,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
31,1,1060,1,3,4,0,54,3,1,2,2302,8319,1,1,11,3,1,0,3,2,4,3,2,2,2,1.0,0.8621722846441947,0.6666666666666666,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
44,1,935,3,3,1,1,89,3,1,1,2362,14669,4,0,12,3,3,0,10,4,4,3,2,1,2,0.3,0.8846441947565543,0.3333333333333333,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
